date,temp_mean,precipitation,temp_squared,temp_max,temp_min
2025-05-11,19.5,0.0,380.25,26.4,11.6
2025-05-12,19.5,2.8,380.25,25.4,13.3
2025-05-13,18.1,49.1,327.61000000000007,19.2,16.6
2025-05-14,19.3,22.6,372.49,24.2,16.4
2025-05-15,21.2,1.2,449.44,25.6,17.4
2025-05-16,22.8,4.1,519.84,28.9,18.4
2025-05-17,23.0,0.0,529.0,27.8,19.2
2025-05-18,20.1,0.1,404.01000000000005,23.0,16.2
2025-05-19,18.3,0.0,334.89000000000004,22.9,14.1
2025-05-20,16.3,0.1,265.69,21.2,10.9
2025-05-21,14.5,15.1,210.25,16.5,12.6
2025-05-22,14.6,12.9,213.16,19.4,12.8
2025-05-23,14.5,0.0,210.25,18.1,11.4
2025-05-24,15.0,0.0,225.0,19.0,10.4
2025-05-25,15.7,0.0,246.48999999999998,20.9,9.4
2025-05-26,17.0,0.0,289.0,22.2,13.3
2025-05-27,15.9,5.1,252.81,19.4,12.9
2025-05-28,13.7,34.9,187.68999999999997,15.6,12.2
2025-05-29,17.7,0.8,313.28999999999996,22.6,12.9
2025-05-30,19.9,25.6,396.00999999999993,25.6,14.7
2025-05-31,16.2,4.5,262.44,20.6,11.6
2025-06-01,15.3,0.0,234.09000000000003,21.1,9.1
2025-06-02,16.8,0.0,282.24,22.2,10.2
2025-06-03,19.9,0.0,396.00999999999993,26.8,11.7
2025-06-04,22.9,0.0,524.41,30.0,15.9
2025-06-05,24.1,0.0,580.8100000000001,30.4,18.4
2025-06-06,24.1,0.1,580.8100000000001,29.4,18.8
2025-06-07,24.0,3.6,576.0,28.1,20.9
2025-06-08,21.8,11.6,475.24,24.8,19.7
2025-06-09,23.1,1.2,533.61,27.9,19.4
2025-06-10,24.1,0.1,580.8100000000001,28.5,20.4
2025-06-11,24.2,0.0,585.64,29.6,18.2
2025-06-12,26.6,0.0,707.5600000000001,33.5,18.5
2025-06-13,26.9,11.4,723.6099999999999,33.8,21.5
2025-06-14,23.9,26.9,571.2099999999999,29.3,21.4
2025-06-15,20.3,9.9,412.09000000000003,23.0,17.9
2025-06-16,19.0,43.8,361.0,21.2,17.0
2025-06-17,23.3,1.3,542.89,28.7,19.5
2025-06-18,25.1,10.4,630.0100000000001,30.8,22.1
2025-06-19,25.8,7.8,665.64,31.6,22.4
2025-06-20,23.7,1.7,561.6899999999999,29.1,17.7
2025-06-21,26.4,0.3,696.9599999999999,31.6,19.5
2025-06-22,29.2,0.0,852.64,36.3,22.5
2025-06-23,32.2,0.0,1036.8400000000001,38.6,25.8
2025-06-24,33.5,0.0,1122.25,39.7,26.9
2025-06-25,31.7,0.6,1004.89,38.3,27.4
2025-06-26,29.1,14.9,846.8100000000001,36.8,24.2
2025-06-27,23.0,1.9,529.0,25.3,21.0
2025-06-28,25.7,0.4,660.49,30.7,21.5
2025-06-29,26.7,8.5,712.89,32.2,22.8
2025-06-30,27.0,7.5,729.0,32.0,23.0
2025-07-01,26.6,38.8,707.5600000000001,32.2,23.6
2025-07-02,24.8,12.1,615.0400000000001,28.9,22.1
2025-07-03,26.5,0.0,702.25,31.0,21.7
2025-07-04,25.2,0.0,635.04,30.4,19.6
2025-07-05,25.9,0.0,670.81,31.9,19.2
2025-07-06,26.2,1.5,686.4399999999999,31.6,19.5
2025-07-07,27.3,5.7,745.2900000000001,31.7,23.5
2025-07-08,28.2,5.2,795.24,35.0,23.8
2025-07-09,26.2,14.8,686.4399999999999,33.3,22.7
2025-07-10,24.7,1.7,610.0899999999999,27.9,22.0
2025-07-11,26.3,0.3,691.69,30.7,22.2
2025-07-12,26.1,7.4,681.21,30.9,23.2
2025-07-13,25.3,7.4,640.09,29.0,22.0
2025-07-14,25.6,21.6,655.3600000000001,30.6,22.8
2025-07-15,26.2,0.7,686.4399999999999,30.4,22.9
2025-07-16,26.3,5.1,691.69,30.8,23.2
2025-07-17,27.9,2.5,778.41,33.3,24.6
2025-07-18,26.4,11.9,696.9599999999999,30.4,23.5
2025-07-19,25.4,11.2,645.16,29.4,22.0
2025-07-20,26.9,0.8,723.6099999999999,31.5,22.5
2025-07-21,25.9,0.3,670.81,29.7,23.2
2025-07-22,24.5,0.0,600.25,29.1,20.2
2025-07-23,25.0,0.3,625.0,29.1,20.9
2025-07-24,26.6,0.0,707.5600000000001,32.2,20.9
2025-07-25,29.1,1.0,846.8100000000001,35.8,22.8
2025-07-26,28.1,11.9,789.6100000000001,32.5,24.6
2025-07-27,27.6,6.2,761.7600000000001,34.0,24.9
2025-07-28,29.0,0.0,841.0,34.2,24.2
2025-07-29,29.6,0.0,876.1600000000001,34.8,24.2
2025-07-30,30.2,0.0,912.04,35.5,25.0
2025-07-31,26.1,27.8,681.21,29.1,23.5
2025-08-01,21.4,6.4,457.9599999999999,24.2,19.0
2025-08-02,21.6,0.2,466.56000000000006,25.3,18.1
2025-08-03,21.5,0.0,462.25,26.4,16.2
2025-08-04,22.6,0.0,510.76000000000005,28.0,16.7
2025-08-05,22.8,0.0,519.84,26.4,19.6
2025-08-06,22.0,0.4,484.0,24.0,19.5
2025-08-07,22.6,0.0,510.76000000000005,27.2,18.5
2025-08-08,22.2,0.0,492.84,26.7,17.9
2025-08-09,22.4,0.0,501.75999999999993,27.6,17.4
2025-08-10,23.6,0.0,556.96,29.6,17.5
2025-08-11,24.8,0.1,615.0400000000001,32.2,19.5
2025-08-12,27.2,0.6,739.8399999999999,33.0,22.0
2025-08-13,25.2,12.5,635.04,28.5,22.9
2025-08-14,25.7,18.9,660.49,29.7,23.0
2025-08-15,26.1,5.4,681.21,29.4,22.8
2025-08-16,26.8,0.2,718.24,31.5,23.0
2025-08-17,28.2,0.0,795.24,35.5,22.8
2025-08-18,22.7,2.5,515.29,25.0,19.9
2025-08-19,20.8,0.8,432.64000000000004,22.9,19.4
2025-08-20,23.1,3.0,533.61,27.6,20.1
2025-08-21,20.8,0.4,432.64000000000004,23.2,18.2
2025-08-22,22.2,0.0,492.84,26.9,18.0
2025-08-23,22.4,0.0,501.75999999999993,28.2,16.9
2025-08-24,23.7,5.7,561.6899999999999,30.0,19.1
2025-08-25,23.7,0.1,561.6899999999999,28.4,18.9
2025-08-26,21.5,0.0,462.25,26.2,16.5
2025-08-27,19.7,0.0,388.09,23.9,14.9
2025-08-28,20.3,0.0,412.09000000000003,25.9,14.8
2025-08-29,21.3,0.7,453.69000000000005,25.8,16.8
2025-08-30,19.2,0.0,368.64,24.5,13.6
2025-08-31,20.2,0.0,408.03999999999996,26.3,14.4
2025-09-01,20.8,0.0,432.64000000000004,25.9,15.3
2025-09-02,20.2,0.0,408.03999999999996,24.6,15.2
2025-09-03,21.9,0.0,479.60999999999996,28.5,15.2
2025-09-04,22.9,7.0,524.41,30.8,17.6
2025-09-05,25.1,0.1,630.0100000000001,32.2,17.9
2025-09-06,25.1,9.5,630.0100000000001,32.2,20.4
2025-09-07,19.3,3.8,372.49,24.2,16.2
2025-09-08,18.3,0.0,334.89000000000004,23.3,13.4
2025-09-09,18.8,0.0,353.44000000000005,24.5,13.2
2025-09-10,19.1,4.9,364.81000000000006,22.7,16.4
2025-09-11,20.8,3.0,432.64000000000004,25.0,17.0
2025-09-12,21.3,0.0,453.69000000000005,26.8,16.9
2025-09-13,22.0,0.0,484.0,28.5,15.9
2025-09-14,23.3,0.1,542.89,29.4,17.0
2025-09-15,22.4,0.0,501.75999999999993,27.0,18.0
2025-09-16,19.8,12.0,392.04,23.0,16.4
2025-09-17,18.4,5.7,338.55999999999995,21.0,16.2
2025-09-18,21.4,0.1,457.9599999999999,26.6,17.0
2025-09-19,23.1,0.0,533.61,29.0,17.8
2025-09-20,20.3,8.8,412.09000000000003,23.7,17.6
2025-09-21,19.8,4.5,392.04,23.3,17.4
2025-09-22,20.0,0.0,400.0,25.5,15.0
2025-09-23,22.0,12.5,484.0,28.5,17.2
2025-09-24,21.3,1.5,453.69000000000005,24.0,18.1
2025-09-25,23.2,16.1,538.24,28.3,20.5
2025-09-26,22.9,0.2,524.41,26.8,19.4
2025-09-27,21.2,1.0,449.44,23.7,19.2
2025-09-28,21.6,0.0,466.56000000000006,26.5,17.5
2025-09-29,20.8,0.4,432.64000000000004,23.1,18.5
2025-09-30,20.7,0.0,428.48999999999995,23.5,18.9
2025-10-01,18.1,0.0,327.61000000000007,22.1,14.7
2025-10-02,15.6,0.0,243.35999999999999,21.0,10.1
2025-10-03,15.6,0.0,243.35999999999999,21.5,9.9
2025-10-04,17.3,0.0,299.29,24.8,10.1
2025-10-05,18.7,0.0,349.69,26.7,11.3
2025-10-06,20.5,0.0,420.25,28.4,13.6
2025-10-07,21.5,2.8,462.25,26.9,15.8
2025-10-08,19.1,4.1,364.81000000000006,22.2,13.6
2025-10-09,13.5,0.0,182.25,17.8,9.6
2025-10-10,13.1,0.0,171.60999999999999,17.9,8.8
2025-10-11,15.2,2.0,231.04,20.9,9.9
2025-10-12,16.7,1.5,278.89,19.0,14.7
2025-10-13,14.8,3.8,219.04000000000002,16.5,13.3
2025-10-14,15.4,0.9,237.16000000000003,18.5,12.9
2025-10-15,16.2,0.0,262.44,21.5,11.9
2025-10-16,12.3,0.0,151.29000000000002,17.0,8.1
2025-10-17,11.7,0.0,136.89,17.8,6.1
2025-10-18,14.2,0.0,201.64,21.6,8.4
2025-10-19,18.2,3.8,331.23999999999995,23.6,12.9
2025-10-20,14.1,0.9,198.81,18.3,9.8
2025-10-21,13.5,5.9,182.25,21.5,5.9
2025-10-22,14.1,0.1,198.81,18.4,10.1
2025-10-23,12.1,0.0,146.41,16.7,8.4
2025-10-24,10.0,0.0,100.0,14.8,5.5
2025-10-25,9.7,0.0,94.08999999999999,14.6,4.8
2025-10-26,10.4,0.0,108.16000000000001,16.1,5.3
2025-10-27,10.0,0.0,100.0,15.8,5.2
2025-10-28,10.1,0.0,102.00999999999999,13.5,6.3
2025-10-29,10.7,3.1,114.48999999999998,13.6,8.0
2025-10-30,14.8,54.9,219.04000000000002,18.5,11.4
2025-10-31,11.8,0.0,139.24,15.3,9.6
2025-11-01,10.7,0.0,114.48999999999998,16.1,6.7
2025-11-02,10.9,0.0,118.81,17.4,5.2
2025-11-03,12.6,1.4,158.76,17.6,9.2
2025-11-04,11.7,0.0,136.89,16.5,7.5
2025-11-05,12.6,0.0,158.76,20.2,4.6
2025-11-06,10.5,0.0,110.25,14.5,6.2
2025-11-07,10.2,0.3,104.03999999999999,16.5,2.9
2025-11-08,15.0,6.6,225.0,20.0,11.9
2025-11-09,14.3,15.5,204.49,20.4,9.6
2025-11-10,6.8,0.0,46.239999999999995,11.6,1.6
2025-11-11,2.1,0.0,4.41,6.2,-1.8
2025-11-12,8.3,0.0,68.89000000000001,14.1,2.9
2025-11-13,9.1,0.0,82.80999999999999,14.2,5.3
2025-11-14,7.7,0.0,59.290000000000006,12.6,1.7
2025-11-15,11.9,0.1,141.61,17.3,7.4
2025-11-16,13.3,0.1,176.89000000000001,18.2,7.1
2025-11-17,7.1,0.0,50.41,10.2,4.2
2025-11-18,5.0,6.0,25.0,9.7,0.2
2025-11-19,6.9,4.1,47.61000000000001,9.4,4.4
2025-11-20,6.3,0.3,39.69,8.1,4.1
2025-11-21,9.0,1.0,81.0,12.4,5.2
2025-11-22,10.2,8.1,104.03999999999999,13.5,6.2
2025-11-23,7.8,0.0,60.839999999999996,15.6,2.0
2025-11-24,8.2,0.0,67.24,13.9,4.7
2025-11-25,8.2,4.1,67.24,11.7,4.2
2025-11-26,14.2,1.4,201.64,20.1,8.1
2025-11-27,4.5,0.0,20.25,7.3,0.9
2025-11-28,1.7,0.0,2.8899999999999997,4.4,-0.3
2025-11-29,1.5,0.0,2.25,5.3,-2.0
2025-11-30,2.8,2.4,7.839999999999999,5.4,0.9
2025-12-01,2.9,0.0,8.41,6.6,0.3
2025-12-02,1.6,18.7,2.5600000000000005,3.9,-0.4
2025-12-03,1.9,0.0,3.61,5.9,-1.0
2025-12-04,1.3,0.0,1.6900000000000002,5.9,-1.5
2025-12-05,-1.7,3.0,2.8899999999999997,-0.6,-2.7
2025-12-06,0.4,0.0,0.16000000000000003,3.5,-1.3
2025-12-07,1.3,0.0,1.6900000000000002,5.2,-2.1
2025-12-08,-0.4,0.0,0.16000000000000003,1.6,-3.4
2025-12-09,-2.8,0.0,7.839999999999999,0.4,-6.4
2025-12-10,3.2,0.0,10.240000000000002,6.9,-1.2
2025-12-11,1.4,0.0,1.9599999999999997,5.3,-1.6
2025-12-12,-0.3,0.0,0.09,2.6,-2.3
2025-12-13,1.1,0.0,1.2100000000000002,6.1,-3.5
2025-12-14,-3.4,6.3,11.559999999999999,1.7,-8.6
2025-12-15,-6.6,0.0,43.559999999999995,-3.7,-9.2
2025-12-16,-3.0,0.0,9.0,2.5,-8.8
2025-12-17,3.6,0.0,12.96,11.0,-3.2
2025-12-18,4.8,5.6,23.04,11.4,-0.6
2025-12-19,9.6,11.7,92.16,14.3,0.3
2025-12-20,1.6,0.0,2.5600000000000005,6.2,-2.8
2025-12-21,5.1,0.0,26.009999999999998,9.4,0.8
2025-12-22,1.4,0.0,1.9599999999999997,6.7,-3.0
2025-12-23,4.8,2.5,23.04,7.5,2.6
2025-12-24,8.1,0.0,65.61,12.2,3.7
2025-12-25,6.6,0.1,43.559999999999995,13.1,2.2
2025-12-26,0.8,5.2,0.6400000000000001,2.8,-1.4
2025-12-27,3.3,0.0,10.889999999999999,5.6,0.9
2025-12-28,3.3,0.0,10.889999999999999,7.4,0.3
2025-12-29,7.9,0.5,62.410000000000004,14.4,-1.4
2025-12-30,-1.5,0.0,2.25,0.4,-3.3
2025-12-31,-0.6,0.3,0.36,2.6,-3.5
